0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
